song_name,artist_name,artist_id,release_date,album_name,Lyrics
Satire 2,John Lennon,16450,,,"Well, thank you, Mr. Jitters Thank you, Mr. Jitters The official soviet newspaper said, the temple members have protested the mindless arms waste from the filthy war in Vietnam. And were persecuted and finally forced to seek refuge in another country. Wow. Sounds like a ballad to me, oh man Bankok, Thailand, they've launched an air-sea search for a fishing boat carrying some foreign Vietnamese refugees, the boat was towed back out to sea for a ride in Thailand. Sources said that it was because of a breakdown in communication. Oh lord, the boat was towed into Thai waters by a German freighter and the Thai navy are unaware that the refugees have been guaranteed a resettlement and worst the only took the boat out to sea after providing all passengers with provision Hey, that's deep man The Chinese newspapers have made the first reference to the country's curtain wall posted campaign according to vice premiar deng xiaoping. And said that the country's stable and its leaders are confident and planning modernisation and programs., oh this should get me in the village bar Deng gave blessing to the campaig but he commented not all the opinionsof the masses are carefully thought out nor can we demand that they all be correct. Adding this is nothing terrible. It' bad enough, but its not terrible From a prison, Richard Nixon, on his second trip outside the United States, sent his resignation with a smiling hand shake politician again. Greedy crowds outside his hotel, and trying a little French They sure as hell didn't try it on Pam Nixon, Mr. Nixon is in Paris and inside this suite to be interviewed on French television. They thought of going on to deliver a speech in England, he'll participate in the French collegue program and said he will answer questions in welsh That's pretty big Mr. M. Ahhh, I'm so cynical, I could just keep on doing this forever because, you know, they ain't gonna be lookin' for my golden bunions in a hundred years from now. They're gonna be sellin' my socks like judy garland. And I hope that they get a good price. I mean, with the inflation and the price of rice. Man, I shouldn't worry, I own all my songs and I wrote them myself too I got 24 children, 14 wives, 3 mistresses, 59 accountants, 105 lawyers, 2000.000 fans, a posted system that never fails to land me in jail. And look through my mail. Perhaps have a garage sale. And you know, go save the whale, and a..you know, get a boat and go for a sail, and, and, oh, oh, oh, oh, how do you get out of this hell? Stuck inside of a lexicon with the roger thesaurus blues again Sometimes I wish I was just George Harrison, you know all the answers, oh my god, oh my god"
Satire 3,John Lennon,16450,,,"Just a minute! I'm just getting my jyamas I'd just want to leave you with this message They say that the best things in life are free, except on TV, heh, heh, heh, heh"
Scared,John Lennon,16450,"{'year': 1974, 'month': 9, 'day': 26}",Walls and Bridges,"  I'm scared, I'm scared, I'm scared I'm scared, so scared I'm scared, I'm scared, I'm scared As the years roll away And the price that I paid And the straws slip away  You don't have to suffer It is what it is No bell book or candle Can get you out of this, oh no!  I'm scarred, I'm scarred, I'm scarred I'm scarred, uh huh I'm scarred, I'm scarred, I'm scarred Every day of my life I just manage to survive I just want to stay alive  You don't have to worry In heaven or hell Just dance to the music You do it so well, well, well!
 Hatred and jealousy, gonna be the death of me I guess I knew it right from the start Sing out about love and peace Don't want to see the red raw meat The green eyed goddamn straight from your heart   I'm tired, I'm tired, I'm tired Of being so alone No place to call my own Like a rollin' stone Baby! "
Scene three Act one,John Lennon,16450,"{'year': 1964, 'month': None, 'day': None}",In His Own Write,"(Scene) A broadshouldered room containing hugh fireplace facing a large big windy, a giantsize desk is covered in all type of many business paper and great disorder to look on. There are three or four or five chairs faceing the desk. One are occupied by a scruddy working clog, cap in hook what is gesticulated greatly but humble toward a big fat catipalyst boss. A white man carefully puts coal on the fire and steps back toward a giant door which seems to lead somewhere else. A cat smarting in the corner by the fire leaps up and smiles all on the carpet. A photy of Fieldimarcher Loud Montgammery solving a prodlem looks down on the two men, each of them looking up at it trying to place him. A dog is quietly gnawing at a pigmy under the giant desk. The time is half past three on the old grandbladder clock by the windy. Fatty: 'It's harf parst three Taddpill, and the men haven't done a strike. Why can't we settle this here and now without resorting to a long union discussion and going through all that bit about your father.' Scruddy: 'Why don't yer shut yer gob yer big fat get or I'll kick yer face in. Yer all the same you rich fat Bourgies, workin' uz poor workers to death and getting all the gelt and going to France for yer 'olidays.' Fatty: (going all red and ashen) 'But listen Taddpill you're only working two hours a day now, and three days a week and we're losing money as it is, and here you are complaining again about screw screwing and I'm trying to help you. We could have built our factory somewhere else where men like to work, but Ho no here we are governmentsponsored and all that.' Scruddy: 'Why don't yer shut yer gob yer big fat get or I'll kick yer face in. Yer all the same you rich fat Bourgies, workin' uz poor workers to death and getting all the gelt and going to France for yer 'olidays.' (Enter a coloured woman singing a coloured song, On her back is a great bundle.) Mammy: 'Pope dat barge, left that bail' (She unloads her bundle on the right of the desk.) Fatty: (Impatiently) 'What is it Mammy, can't you see I'm haveing a prodlem with Taddpill and you come in here all black and sing ing? And get that bundle of ruddish away from my big desk!' Mammy: 'O.K. Kimu sahib bwana, massa' (she lifts the bundle and eats it) 'Sho' was naice' Fatty: 'Anyway what was it mammy?' Mammy: 'Dat was yo' little daughter, by yo secind wife KIMU SAHIB' Fatty: (colouring) 'But I'm not married, old Mammy' (Mammy clasps her hands to her head horryfried) 'Oh Lord, I've jes' eaten a bastard!'
(She runs round the room crossing herself, and singing another verse. Scruddy stands up replaceing his cap firmly on his head - walking toward the door he half turns like in the films and shakes his fist.) 'Get this black woman out of this factory before the men find out, or yer'll 'ave a strike on yer fat Bourgie 'ands. I'm tellin yer that for nothin' yer old bum!' (Scruddy walks out of the room leaving Fatty - Mammy and fourteen little Jewish children all singing together a kind of hymn.) THE END"
Scumbag,John Lennon,16450,"{'year': 1971, 'month': 6, 'day': 6}",Some Time in New York City,"Scumbag, scumbag Scumbag, scumbag Scumbag, yeah! Scumbag Scumbag, scumbag, ho! Scumbag, scumbag Scumbag, scumbag Scumbag, scumbag Scumbag, scumbag Scumbag, scumbag Scumbag, scumbag Scumbag, scumbag Scumbag, scumbag Scumbag, scumbag Scumbag Scumbag, scumbag, scumbag Scumbag Scumbag, scumbag Scumbag, scumbag
Scum, scum, scumbag Scumbag, scumbag, scumbag, scumbag Scumbag, scumbag, scumbag, scumbag -""Hey, listen! I don't know whether you can tell what the Words are to this song but there's only two of them And I'd like to have you sing along 'cause it's real easy Anybody who comes to the Fillmore East can sing this song The name of the song is Scumbag Ok? And all you gotta do is sing 'scumbag' Right on, brothers and sisters let's hear it for the 'scumbag'!"" Scumbag! Scumbag! Scumbag! Scumbag! Scumbag! Scumbag! Scumbag! Scumbag! Scumbag! Scumbag, scumbag, scumbag, scumbag, scumbag Scumbag, scumbag, scumbag, scumbag, scumbag Scumbag, scumbag, scumbag, scumbag, scumbag Scum Scumbag, baby, scumbag Scumbag Scumbag, baby Scumbag, baby, (scumbag, baby) Scumbag, baby, (scumbag, baby) Scumbag, (scumbag, baby) Scumbag, (scumbag, baby) Scumbag, oh yeah, (scumbag) Scumbag (scumbag) Scumbag (scumbag) (who's scumbag?) Hey, scumbag, (scumbag) Scumbag (scumbag) Scumbag (scumbag) Scumbag, scumbag Scum, uh! Scumbag Scumbag Scumbag (scumbag) Scumbag Scumbag Scumbag Scumbag (oh, oh, oh, yeah)"
Sean’s “In the Sky”,John Lennon,16450,"{'year': 1979, 'month': None, 'day': None}",Wonsaponatime: Selections from Lennon Anthology,"""Daddy, when did we have no house?"" ""When?"" ""When, when did we have no house, and we rented this house?"" ""In 1973, we didn't have this house, yet. That's when we bought this house."" ""Oh!"" ""Two years before you were born."" ""Oh, and I just wasn't coming with you to find this house?"" ""No, well, you weren't born yet. You were still in the sky."" ""Oh, and when I came back down here, what did I went in?"" ""A little, a little cardboard box with a little blanket in it. Little teeny tiny, teeny tiny little Sean in a little tiny cardboard box that used to have apples in it. Hmm. You used to do this here."" ""I never heard of a apple box!"" ""Well, a little cardboard box like that, you see, like they bring groceries in, only it Was you instead of the groceries."""
Seans “Little Help”,John Lennon,16450,,,"Do you need anybody? I need somebody to love Do you need anybody? I need somebody to love - ""good"" - ""that's my favourite song"" - ""very good"" - ""who was singing ""i need somebody to love"", you? - ""it was ringo but paul and i was singing with him."" - ""what's this song called?"" - ""what's it called? i've forgotten what it's called..."" What would you think if i sang out a song... - ""it's ""sang out of tune"" - ""oh, ""a little help from my friends"", that's what it's Called!"""
Sean’s ‘Loud’,John Lennon,16450,,,"- ""YEAH! I like it very loud!"" - ""Well, that's how I like it too""; - ""Can't you make it more louder?""; - ""I can't make it any louder than it is, it's on full you see."""
Send Me Some Lovin’,John Lennon,16450,,,"Send me some lovin' Send it I pray How can I love you When you're so far away? Send me your picture Send it, my dear So I can hold it And pretend you are here Send me your kisses I can feel your touch I need you, I need you so badly Don't you know I miss you so much? My days are so lonely My nights are so blue I'm here and I'm lonely Just waitin' for you"
Serve Yourself,John Lennon,16450,"{'year': 1980, 'month': None, 'day': None}",Wonsaponatime: Selections from Lennon Anthology," You say you found Jesus. Christ! He's the only one You say you've found Buddha Sittin' in the sun You say you found Mohammed Facin' to the East You say you found Krishna Dancin' in the street Well there's somethin' missing in this God Almighty stew And it's your mother (your mother, don't forget your mother, la)  You got to serve yourself Nobody gonna do for you You gotta serve yourself Nobody gonna do for you Well you may believe in devils and you may believe in laws  But if you don't go out and serve yourself, la, ain't no room service here  It's still the same old story A bloody Holy War I fight for love and glory Ain't gonna study war no more I fight for God and country We're gonna set you free Or put you back in the Stone Age If you won't be like me - y'get it?
 You got to serve yourself Ain't nobody gonna do for you You got to serve yourself Ain't nobody gonna do for you Yeah you may believe in devils and you may believe in laws  'But Christ, you're gonna have to serve yourself and that's all there is to it So get right back here it's in the bloody fridge. God, when I was a kid Didn't have stuff like this, TV-fuckin' dinners and all that crap You fuckin' kids (are) all the fuckin' same! Want a fuckin' car now... Lucky to have a pair of shoes!'  You tell me you found Jesus. Christ! Well that's great and he's the only one You say you just found Buddha? And he's sittin' on his arse in the sun? You say you found Mohammed? Kneeling on a bloody carpet facin' the East? You say you found Krishna With a bald head dancin' in the street? Well Christ, la, you're goin out your bleedin' girth'  You got to serve yourself Ain't nobody gonna do for you ('that's right, la, you better get that straight in your fuckin' head') You gotta serve yourself ('you know that, who else is gonna do it for you It ain't me, kid, I tell you that') Well, you may believe in Jesus, and you may believe in Marx And you may believe in Marks and Spencer's and you maybe believe in bloody Woolworths But there's something missing in this whole bloody stew And it's your mother, your poor bloody mother ('she what bore you in the Back bedroom Full of piss and shit and fuckin' midwives. God, you can't Forget that all too quick, you know You should have been in the bloody War, la, and you'da known all about it Well, I'll tell you something.')
 It's still the same old story A Holy bloody War, you know, with the Pope and all that stuff I fight for love and glory Ain't gonna study no war, more war I fight for God and country, the Queen and all that We're gonna set you free. yeah? all them ""nig-nogs""? sure... Bomb you back into the fuckin' Stone Age If you won't be like me, you know, get down on your knees and pray  Well there's somethin' missing in this God Almighty stew And it's your goddamn mother you dirty little git, now Get in there and wash yer ears!"
