song_name,artist_name,artist_id,release_date,album_name,Lyrics
Maxwell’s Silver Hammer,The Beatles,586,"{'year': 1969, 'month': 9, 'day': 26}",Abbey Road," Joan was quizzical, studied pataphysical Science in the home Late nights all alone with a test tube, oh, oh, oh, oh Maxwell Edison, majoring in medicine Calls her on the phone ""Can I take you out to the pictures, Joa-oa-oa-oan?"" But as she's getting ready to go A knock comes on the door  Bang! Bang! Maxwell's silver hammer Came down upon her head Clang! Clang! Maxwell's silver hammer Made sure that she was dead  Back in school again, Maxwell plays the fool again Teacher gets annoyed Wishing to avoid an unpleasant sce-e-e-ene She tells Max to stay when the class has gone away So he waits behind Writing fifty times ""I must not be so, o, o, o"" But when she turns her back on the boy He creeps up from behind
 Bang! Bang! Maxwell's silver hammer Came down upon her head (Do-do-do-do-do) Clang! Clang! Maxwell's silver hammer Made sure that she was dead (Do-do-do-do-do)  P. C. 31 said, ""We caught a dirty one"" Maxwell stands alone Painting testimonial pictures, oh, oh, oh, oh Rose and Valerie, screaming from the gallery Say he must go free (Maxwell must go free) The judge does not agree and he tells them so-o-o-o But as the words are leaving his lips A noise comes from behind  Bang! Bang! Maxwell's silver hammer Came down upon his head (Do-do-do-do-do) Clang! Clang! Maxwell's silver hammer Made sure that he was dead  Whoa, whoa, whoa-oa (Do-do-do-do-do) (Silver hammer man)"
Mean Mr. Mustard,The Beatles,586,"{'year': 1969, 'month': 9, 'day': 26}",Abbey Road," Mean Mister Mustard sleeps in the park Shaves in the dark trying to save paper Sleeps in a hole in the road Saving up to buy some clothes Keeps a ten-bob note up his nose Such a mean old man Such a mean old man  His sister Pam works in a shop She never stops, she's a go-getter Takes him out to look at the Queen Only place that he's ever been Always shouts out something obscene Such a dirty old man Dirty old man"
Medley: I’m Ready (aka Rocker) / Save the Last Dance for Me / Don’t Let Me Down (1969 Glyn Johns Mix),The Beatles,586,"{'year': 2021, 'month': 10, 'day': 15}",Let It Be (Super Deluxe Edition),
"Medley: Rip It Up / Shake, Rattle and Roll / Blue Suede Shoes",The Beatles,586,,Anthology 3," I don't care if I spent my dough 'Night I'm gonna be one happy soul  Going to rock it up Going to shake it up Going to roll it up Have them ball tonight Rattle and roll I said shake rattle and roll Well you never done nothing To save your doggone soul Well get out of that kitchen And shake those pots and pans I said get out of that kitchen And shake those pots and pans I said to my soul: You're the devil in a frying pan Well I said shake rattle and roll I said shake rattle and roll I said shake rattle and roll I said shake rattle and roll Well you never done nothing To save your doggone soul
You can knock me down Slap my face Slander my name All over the place Do anything that you want to do But oh oh honey Lay off of them shoes  Now don't you step On my blue suede shoes Well you can do anything But lay off of them blue suede shoes Ah go!  You can burn my house Steal my car Drink my liquor From an old fruit jar Do anything That you want to do But ah ah honey Lay off of them shoes
 Ah go, hit it, Carl!  Well blue blue Blue suede shoes Yeah blue blue Blue suede shoes Babe blue blue Blue suede shoes Yeah brown brown Brown suede boots Well do anything But lay off of them blue suede shoes"
Memphis,The Beatles,586,,,"Long distance information Give me Memphis, Tennessee Try to find the party Trying to get in touch with me She would not leave her number But I know who placed the call 'cause my uncle took the message And he wrote it on the wall Help me, information Get in touch with my Marie She's the only one who'd phone me here From Memphis, Tennessee Her home is on the south side Just beyond the ridge Just a half a mile From the Mississippi Bridge Help me, information More than that I cannot add Only that I miss her And all the fun we had We were pulled apart Because her mom would not agree Help me get in touch with her In Memphis, Tennessee
The last time I saw Marie She was waving me goodbye With hurry homedrops on her cheek That trickled from her eyes Marie is only six years old Information please Help me get in touch with her In Memphis, Tennessee"
"Memphis, Tennessee (Live at the BBC for “Pop Go The Beatles” / 30th July, 1963)",The Beatles,586,"{'year': 1994, 'month': 11, 'day': 30}",Live At The BBC," Long distance information Give me Memphis, Tennessee Try to find the party Trying to get in touch with me She would not leave her number But I know who placed the call Because my uncle took the message And he wrote it on the wall  Help me, information Get in touch with my Marie She's the only one who'd phone me here From Memphis, Tennessee Her home is on the south side Just beyond the ridge Just a half a mile From the Mississippi Bridge  Help me, information More than that I cannot add Only that I miss her And all the fun we had We were pulled apart Because her mom would not agree Help me get in touch with her In Memphis, Tennessee
 The last time I saw Marie She was waving me goodbye With hurry home drops on her cheek That trickled from her eyes Marie is only six years old Information please Help me get in touch with her In Memphis, Tennessee"
Michelle,The Beatles,586,"{'year': 1965, 'month': 12, 'day': 3}",Rubber Soul," (Ooh) Michelle , ma belle These are words that go together well (Ooh) My Michelle (Uuuh) Michelle, ma belle Sont les mots qui vont très bien ensemble Très bien ensemble (Uuuh)  I love you, I love you, I love you (Ooh, ooh) That's all I want to say (Ooh) Until I find a way I will say the only words I know that you'll understand  (Ooh) Michelle, ma belle Sont les mots qui vont très bien ensemble Très bien ensemble (Ooh)  I need to, I need to, I need to I need to make you see (Ooh) Oh, what you mean to me (Ooh, ooh) Until I do, I'm hoping you will know what I mean I love you (Ooh, ooh)
  I want you, I want you, I want you (Ooh, ooh) I think you know by now I'll get to you somehow Until I do, I'm telling you so you'll understand  (Ooh) Michelle, ma belle (Ooh, ooh) Sont les mots qui vont très bien ensemble Très bien ensemble  And I will say the only words I know that you'll understand My Michelle (Mmm)"
Misery,The Beatles,586,"{'year': 1963, 'month': 3, 'day': 22}",Please Please Me," The world is treating me bad, misery  I'm the kind of guy Who never used to cry The world is treating me bad, misery  I've lost her now for sure I won't see her no more It's gonna be a drag, misery  I'll remember all the little things we've done Can't she see she'll always be the only one, only one  Send her back to me 'Cause everyone can see Without her, I will be in misery  I'll remember all the little things we've done She’ll remember and she’ll miss her only one, lonely one
 Send her back to me 'Cause everyone can see Without her, I will be in misery (Oh, oh, oh) In misery (Ooh, ooh) My misery (La, la, la, la, la, la) Misery"
Money (That’s What I Want),The Beatles,586,"{'year': 1963, 'month': 11, 'day': 22}",With the Beatles," The best things in life are free But you can keep 'em for the birds and bees  Now, give me money (That's what I want) That's what I want (That's what I want) That's what I want, yeah (That's what I want) That's what I want  Your lovin' gives me a thrill But your lovin' don't pay my bills  Now, give me money (That's what I want) That's what I want (That's what I want) That's what I want, oh, yeah (That's what I want) That's what I want  Money don't get everything, it's true What it don't get, I can't use  Now, give me money (That's what I want) That's what I want (That's what I want) That's what I want, yeah (That's what I want) That's what I want, whoa
 Money don't get everything, it's true What it don't get, I can't use  Now, give me money (That's what I want) That's what I want (That's what I want) That's what I want, yeah (That's what I want) That's what I want  Well, now, give me money (That's what I want) Whole lot of money (That's what I want) Wow, yeah, I wanna be free (That's what I want) Oh, a lot of money (That's what I want) That's what I want, yeah (That's what I want) That's what I want Well, now, give me money (That's what I want) Whole lot of money (That's what I want) Wow, yeah, you know I need money (That's what I want) Oh, now, give me money (That's what I want) That's what I want, yeah (That's what I want) That's what I want"
Moonlight,The Beatles,586,,," Mr. Moonlight You came to me one summer night And from your beam you made my dream And from the world you sent my girl And from above you sent us love And now she is mine I think you're fine Cos we love you, Mr. Moonlight  Mr. Moonlight, come again please Here I am on my knees Begging if you please And the night you don't come my way I'll pray and pray more each day Cos we love you, Mr. Moonlight  And the night you don't come my way Oh, I'll pray and pray more each day Cos we love you, Mr. Moonlight Mr. Moonlight  Mr. Moonlight, come again please Here I am on my knees Begging if you please And the night you don't come my way I'll pray and pray more each day Cos we love you, Mr. Moonlight Mr. Moonlight Mr. Moonlight Mr. Moonlight"
Moonlight Bay,The Beatles,586,"{'year': 1995, 'month': 11, 'day': 20}",Anthology 1," We were sailing along (Twist and shout) On Moonlight Bay (Ooh) We could hear the voices singing (I like it!) They seemed to say (Keep on, Bongo) You have broken my heart (Oh, twist and shout) So go away (Are the Beatles gone? No, they're here Oh)  With you big, far, hairy legs On Moonlight Bay On Moonlight Bay  Ooohhh Yeah! Ha ha!"
